datetime,day of week,total,place,product_names,quantities_product,Order status
2023-08-25 11:53:00,Sun,15300.0,Soyang-dong,"['angbutter', 'plain bread', 'jam', 'croissant']","[1.0, 1.0, 1.0, 1.0]",Completed
2023-08-25 12:02:00,Sun,15800.0,Seoksa-dong,"['angbutter', 'tiramisu croissant', 'pandoro']","[1.0, 1.0, 1.0]",Completed
2023-08-25 12:05:00,Sun,22100.0,Hupyeong 1-dong,"['angbutter', 'pain au chocolat']","[2.0, 3.0]",Completed
2023-08-25 12:05:00,Sun,14100.0,Hupyeong 2-dong,"['angbutter', 'wiener']","[2.0, 1.0]",Completed
2023-08-25 12:23:00,Sun,25300.0,Hupyeong 3-dong,"['angbutter', 'croissant', 'caffe latte', 'pain au chocolat', 'wiener', 'vanilla latte']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",Completed
2023-08-25 12:43:00,Sun,17400.0,Shin Sa Udon,['angbutter'],[3.0],Completed
2023-08-25 12:48:00,Sun,15100.0,Toegye-dong,"['angbutter', 'tiramisu croissant', 'gateau chocolat']","[1.0, 1.0, 1.0]",Completed
2023-08-25 13:13:00,Sun,15600.0,Toegye-dong,"['angbutter', 'cacao deep']","[2.0, 1.0]",Completed
2023-08-26 11:16:00,Mon,17800.0,Hyoja 2-dong,"['angbutter', 'americano', 'pandoro', 'wiener']","[1.0, 1.0, 1.0, 1.0]",Completed
2023-08-26 11:17:00,Mon,19900.0,Dongmyeon,"['angbutter', 'plain bread']","[3.0, 1.0]",Completed
2023-08-26 11:30:00,Mon,18000.0,Dongmyeon,"['croissant', 'cacao deep', 'pain au chocolat', 'wiener']","[1.0, 1.0, 1.0, 2.0]",Completed
2023-08-26 11:49:00,Mon,15500.0,Dongmyeon,"['tiramisu croissant', 'pandoro']","[2.0, 1.0]",Completed
2023-08-26 12:05:00,Mon,14800.0,Dongmyeon,"['angbutter', 'croissant', 'tiramisu croissant']","[1.0, 1.0, 1.0]",Completed
2023-08-26 14:25:00,Mon,15300.0,Hyoja 2-dong,"['angbutter', 'cacao deep', 'pandoro']","[1.0, 1.0, 1.0]",Completed
2023-08-26 15:48:00,Mon,21600.0,Shin Sa Udon,"['angbutter', 'tiramisu croissant']","[2.0, 2.0]",Completed
2023-08-26 16:06:00,Mon,14000.0,Hupyeong 2-dong,"['americano', 'cacao deep']","[1.0, 2.0]",Completed
2023-08-26 16:11:00,Mon,22800.0,Hupyeong 3-dong,"['angbutter', 'tiramisu croissant', 'almond croissant', 'orange pound', 'wiener']","[1.0, 1.0, 1.0, 1.0, 1.0]",Completed
2023-08-28 11:19:00,Wed,16300.0,Seoksa-dong,"['angbutter', 'plain bread', 'croissant', 'wiener']","[1.0, 1.0, 1.0, 1.0]",Completed
2023-08-28 11:30:00,Wed,34100.0,Hupyeong 3-dong,"['angbutter', 'tiramisu croissant', 'milk tea']","[2.0, 2.0, 3.0]",Completed
2023-08-28 12:20:00,Wed,30400.0,Gangnam-dong,"['angbutter', 'croissant', 'pain au chocolat']","[3.0, 2.0, 2.0]",Completed
2023-08-28 12:24:00,Wed,18000.0,Hupyeong 3-dong,"['tiramisu croissant', 'milk tea', 'pandoro', 'wiener']","[1.0, 1.0, 1.0, 1.0]",Completed
2023-08-28 12:46:00,Wed,18600.0,Hyoja 1-dong,"['angbutter', 'croissant']","[2.0, 2.0]",Completed
2023-08-28 13:42:00,Wed,14800.0,Seoksa-dong,"['angbutter', 'pain au chocolat', 'pandoro']","[1.0, 1.0, 1.0]",Completed
2023-08-28 13:57:00,Wed,33400.0,Hupyeong 2-dong,"['angbutter', 'americano', 'caffe latte', 'almond croissant']","[3.0, 2.0, 1.0, 1.0]",Completed
2023-08-28 14:05:00,Wed,19300.0,Hupyeong 3-dong,"['angbutter', 'plain bread', 'caffe latte', 'pandoro']","[1.0, 1.0, 1.0, 1.0]",Completed
2023-08-29 11:04:00,Thur,22300.0,Jo-un-dong,"['angbutter', 'plain bread', 'pain au chocolat', 'wiener']","[1.0, 2.0, 1.0, 2.0]",Completed
2023-08-29 12:25:00,Thur,18300.0,Hupyeong 3-dong,"['angbutter', 'croissant', 'milk tea']","[1.0, 2.0, 1.0]",Completed
2023-08-29 12:35:00,Thur,16100.0,Dongmyeon,"['angbutter', 'almond croissant']","[2.0, 1.0]",Completed
2023-08-29 13:12:00,Thur,24000.0,Hupyeong 1-dong,"['americano', 'vanilla latte', 'berry ade']","[1.0, 2.0, 2.0]",Completed
2023-08-29 13:28:00,Thur,53800.0,Hupyeong 1-dong,"['angbutter', 'plain bread', 'americano', 'croissant', 'almond croissant']","[6.0, 2.0, 2.0, 1.0, 1.0]",Completed
2023-08-29 14:01:00,Thur,30800.0,Hyoja 1-dong,['angbutter'],[6.0],Completed
2023-08-29 14:31:00,Thur,15500.0,Shin Sa Udon,"['croissant', 'caffe latte', 'orange pound']","[1.0, 1.0, 1.0]",Completed
2023-08-29 15:08:00,Thur,15000.0,Hupyeong 1-dong,"['croissant', 'wiener', 'vanilla latte']","[1.0, 2.0, 1.0]",Completed
2023-08-29 16:15:00,Thur,19000.0,Hupyeong 2-dong,"['plain bread', 'jam', 'pain au chocolat', 'orange pound', 'merinque cookies']","[1.0, 1.0, 1.0, 1.0, 1.0]",Completed
2023-08-29 16:45:00,Thur,24300.0,Hyoja 2-dong,"['angbutter', 'tiramisu croissant', 'cacao deep', 'almond croissant', 'pandoro']","[1.0, 1.0, 1.0, 1.0, 1.0]",Completed
2023-08-29 16:46:00,Thur,15100.0,Kyodong,"['angbutter', 'gateau chocolat', 'pandoro']","[1.0, 1.0, 1.0]",Completed
2023-08-30 11:10:00,Fri,16400.0,Yagsamyeongdong,['angbutter'],[3.0],Completed
2023-08-30 11:16:00,Fri,14800.0,Dongmyeon,"['angbutter', 'plain bread', 'vanilla latte']","[1.0, 1.0, 1.0]",Completed
2023-08-30 11:18:00,Fri,39300.0,Hupyeong 1-dong,"['angbutter', 'americano', 'orange pound']","[6.0, 1.0, 1.0]",Completed
2023-08-30 11:36:00,Fri,20600.0,Hupyeong 2-dong,"['angbutter', 'orange pound']","[2.0, 2.0]",Completed
2023-08-30 13:10:00,Fri,14300.0,Hupyeong 1-dong,"['angbutter', 'americano', 'croissant']","[1.0, 1.0, 1.0]",Completed
2023-08-30 14:13:00,Fri,16000.0,Dongmyeon,"['croissant', 'pain au chocolat', 'pandoro', 'wiener']","[1.0, 1.0, 1.0, 1.0]",Completed
2023-08-30 14:30:00,Fri,21200.0,Dongmyeon,['angbutter'],[4.0],Completed
2023-08-30 15:00:00,Fri,23100.0,Hupyeong 1-dong,"['angbutter', 'pain au chocolat', 'orange pound']","[2.0, 2.0, 1.0]",Completed
2023-08-30 15:05:00,Fri,28800.0,Dongmyeon,"['angbutter', 'plain bread', 'jam', 'pain au chocolat', 'vanilla latte']","[1.0, 1.0, 1.0, 1.0, 1.0]",Completed
2023-08-30 15:25:00,Fri,28300.0,Hupyeong 1-dong,"['angbutter', 'americano', 'caffe latte', 'lemon ade']","[1.0, 2.0, 2.0, 1.0]",Completed
2023-08-30 15:39:00,Fri,15500.0,Dongmyeon,"['tiramisu croissant', 'almond croissant']","[2.0, 1.0]",Completed
2023-08-30 16:18:00,Fri,18800.0,Dongmyeon,"['angbutter', 'plain bread', 'americano', 'tiramisu croissant']","[1.0, 1.0, 1.0, 1.0]",Completed
2023-08-31 11:15:00,Sat,18600.0,Hyoja 2-dong,"['angbutter', 'tiramisu croissant', 'pain au chocolat', 'gateau chocolat']","[1.0, 1.0, 1.0, 1.0]",Completed
2023-08-31 11:20:00,Sat,16300.0,Toegye-dong,"['angbutter', 'croissant', 'pain au chocolat', 'wiener']","[1.0, 1.0, 1.0, 1.0]",Completed
2023-08-31 11:37:00,Sat,14800.0,Hupyeong 3-dong,"['angbutter', 'plain bread', 'tiramisu croissant']","[1.0, 1.0, 1.0]",Completed
2023-08-31 12:31:00,Sat,16300.0,Toegye-dong,"['angbutter', 'croissant', 'pain au chocolat', 'wiener']","[1.0, 1.0, 1.0, 1.0]",Completed
2023-08-31 12:34:00,Sat,14800.0,Hupyeong 1-dong,"['angbutter', 'tiramisu croissant', 'pain au chocolat']","[1.0, 1.0, 1.0]",Completed
2023-08-31 13:16:00,Sat,16000.0,Dongmyeon,['plain bread'],[4.0],Completed
2023-08-31 14:50:00,Sat,16100.0,Hupyeong 3-dong,"['angbutter', 'milk tea']","[2.0, 1.0]",Completed
2023-08-31 15:27:00,Sat,14100.0,Dongnae-myeon,"['angbutter', 'caffe latte']","[2.0, 1.0]",Completed
2023-09-01 11:05:00,Sun,23300.0,Hupyeong 2-dong,"['angbutter', 'cacao deep', 'pain au chocolat', 'almond croissant', 'pandoro']","[1.0, 1.0, 1.0, 1.0, 1.0]",Completed
2023-09-01 11:22:00,Sun,14800.0,Dongmyeon,"['angbutter', 'pain au chocolat', 'orange pound']","[1.0, 1.0, 1.0]",Completed
2023-09-01 11:40:00,Sun,22100.0,Hupyeong 2-dong,"['angbutter', 'plain bread', 'croissant', 'pain au chocolat']","[2.0, 1.0, 1.0, 1.0]",Completed
2023-09-01 12:04:00,Sun,19600.0,Hyoja 3-dong,"['angbutter', 'caffe latte', 'pain au chocolat']","[2.0, 1.0, 1.0]",Completed
2023-09-01 12:07:00,Sun,16600.0,Seoksa-dong,"['angbutter', 'plain bread', 'jam']","[2.0, 1.0, 1.0]",Completed
2023-09-01 12:25:00,Sun,22900.0,Hyoja 1-dong,"['angbutter', 'plain bread', 'cacao deep', 'gateau chocolat']","[2.0, 1.0, 1.0, 1.0]",Completed
2023-09-01 12:39:00,Sun,28300.0,Hupyeong 3-dong,"['angbutter', 'plain bread', 'cacao deep', 'pain au chocolat', 'orange pound']","[1.0, 1.0, 1.0, 1.0, 2.0]",Completed
2023-09-01 13:56:00,Sun,14800.0,Seoksa-dong,"['tiramisu croissant', 'gateau chocolat', 'orange pound']","[1.0, 1.0, 1.0]",Completed
2023-09-01 14:05:00,Sun,33100.0,Seoksa-dong,"['angbutter', 'americano', 'croissant', 'cacao deep', 'pain au chocolat', 'gateau chocolat']","[1.0, 2.0, 1.0, 1.0, 2.0, 1.0]",Completed
2023-09-01 14:35:00,Sun,14800.0,Hyoja 3-dong,"['angbutter', 'croissant', 'pandoro']","[1.0, 1.0, 1.0]",Completed
2023-09-01 14:43:00,Sun,15800.0,Hyoja 2-dong,"['angbutter', 'almond croissant', 'vanilla latte']","[1.0, 1.0, 1.0]",Completed
2023-09-01 15:04:00,Sun,16100.0,Soyang-dong,"['angbutter', 'orange pound']","[2.0, 1.0]",Completed
2023-09-02 12:12:00,Mon,31400.0,Geunhwa-dong,"['angbutter', 'croissant', 'pandoro', 'orange pound', 'wiener']","[3.0, 1.0, 1.0, 1.0, 1.0]",Completed
2023-09-02 14:17:00,Mon,20300.0,Hupyeong 3-dong,"['angbutter', 'tiramisu croissant', 'vanilla latte', 'berry ade']","[1.0, 1.0, 1.0, 1.0]",Completed
2023-09-02 14:30:00,Mon,24300.0,Dongmyeon,"['angbutter', 'cacao deep', 'almond croissant', 'pandoro']","[1.0, 1.0, 2.0, 1.0]",Completed
2023-09-02 15:13:00,Mon,23500.0,Dongmyeon,"['croissant', 'tiramisu croissant', 'almond croissant', 'pandoro', 'wiener', 'vanilla latte']","[1.0, 2.0, 1.0, 2.0, 1.0, 1.0]",Completed
2023-09-02 15:16:00,Mon,18300.0,Hupyeong 1-dong,['angbutter'],[1.0],Completed
2023-09-02 15:24:00,Mon,15000.0,Hupyeong 3-dong,"['cacao deep', 'almond croissant', 'pandoro']","[1.0, 1.0, 1.0]",Completed
2023-09-04 11:49:00,Wed,23000.0,Hupyeong 3-dong,"['americano', 'caffe latte', 'tiramisu croissant', 'pain au chocolat', 'orange pound']","[1.0, 1.0, 1.0, 1.0, 1.0]",Completed
2023-09-04 12:04:00,Wed,14800.0,Hupyeong 1-dong,"['angbutter', 'americano', 'cacao deep']","[1.0, 1.0, 1.0]",Completed
2023-09-04 12:06:00,Wed,18600.0,Hupyeong 2-dong,"['angbutter', 'croissant', 'tiramisu croissant', 'gateau chocolat']","[1.0, 1.0, 1.0, 1.0]",Completed
2023-09-04 12:31:00,Wed,18600.0,Hupyeong 3-dong,"['angbutter', 'croissant', 'milk tea', 'gateau chocolat']","[1.0, 1.0, 1.0, 1.0]",Completed
2023-09-04 12:58:00,Wed,17000.0,Dongmyeon,"['plain bread', 'croissant', 'pain au chocolat', 'pandoro']","[1.0, 1.0, 1.0, 1.0]",Completed
2023-09-04 13:19:00,Wed,19300.0,Hupyeong 1-dong,"['angbutter', 'croissant', 'wiener', 'merinque cookies']","[1.0, 1.0, 2.0, 1.0]",Completed
2023-09-04 13:31:00,Wed,15300.0,Hyoja 2-dong,"['angbutter', 'americano', 'tiramisu croissant']","[1.0, 1.0, 1.0]",Completed
2023-09-04 13:42:00,Wed,27700.0,Geunhwa-dong,"['angbutter', 'cacao deep', 'pain au chocolat', 'gateau chocolat']","[3.0, 1.0, 1.0, 1.0]",Completed
2023-09-04 13:53:00,Wed,22800.0,Hupyeong 3-dong,"['angbutter', 'plain bread', 'jam', 'croissant', 'cacao deep', 'pain au chocolat']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",Completed
2023-09-04 14:52:00,Wed,25600.0,Hyoja 2-dong,"['croissant', 'tiramisu croissant', 'gateau chocolat', 'orange pound']","[2.0, 1.0, 2.0, 1.0]",Completed
2023-09-04 14:54:00,Wed,14800.0,Hyoja 2-dong,"['angbutter', 'plain bread', 'tiramisu croissant']","[1.0, 1.0, 1.0]",Completed
2023-09-04 15:26:00,Wed,41100.0,Jo-un-dong,"['angbutter', 'plain bread', 'jam', 'americano', 'pain au chocolat', 'milk tea']","[2.0, 2.0, 2.0, 2.0, 2.0, 1.0]",Completed
2023-09-04 16:28:00,Wed,18600.0,Dongmyeon,"['angbutter', 'croissant']","[2.0, 2.0]",Completed
2023-09-05 11:15:00,Thur,27700.0,Dongmyeon,"['angbutter', 'cacao deep', 'wiener']","[4.0, 1.0, 1.0]",Completed
2023-09-05 11:27:00,Thur,21800.0,Hyoja 1-dong,"['angbutter', 'plain bread', 'croissant', 'orange pound']","[1.0, 2.0, 1.0, 1.0]",Completed
2023-09-05 11:47:00,Thur,15100.0,Gangnam-dong,"['angbutter', 'plain bread']","[2.0, 1.0]",Completed
2023-09-05 12:12:00,Thur,19600.0,Hupyeong 2-dong,"['angbutter', 'gateau chocolat', 'orange pound', 'vanilla latte']","[1.0, 1.0, 1.0, 1.0]",Completed
2023-09-05 12:21:00,Thur,16400.0,Kyodong,['angbutter'],[3.0],Completed
2023-09-05 12:24:00,Thur,17600.0,Seoksa-dong,"['angbutter', 'pain au chocolat', 'wiener']","[2.0, 1.0, 1.0]",Completed
2023-09-05 13:30:00,Thur,15600.0,Toegye-dong,"['angbutter', 'americano']","[2.0, 1.0]",Completed
2023-09-05 13:49:00,Thur,20900.0,Shin Sa Udon,"['angbutter', 'tiramisu croissant', 'gateau chocolat']","[2.0, 1.0, 1.0]",Completed
2023-09-05 14:30:00,Thur,29200.0,Shin Sa Udon,"['angbutter', 'plain bread', 'pain au chocolat']","[4.0, 1.0, 1.0]",Completed
2023-09-05 14:46:00,Thur,18800.0,Dongmyeon,"['angbutter', 'plain bread', 'tiramisu croissant', 'cacao deep']","[1.0, 1.0, 1.0, 1.0]",Completed
2023-09-05 15:39:00,Thur,16100.0,Seoksa-dong,"['angbutter', 'milk tea']","[2.0, 1.0]",Completed
2023-09-05 15:46:00,Thur,14800.0,Hupyeong 2-dong,"['angbutter', 'tiramisu croissant', 'pain au chocolat']","[1.0, 1.0, 1.0]",Completed
2023-09-05 15:50:00,Thur,14100.0,Soyang-dong,"['angbutter', 'wiener']","[2.0, 1.0]",Completed
2023-09-06 11:14:00,Fri,16300.0,Gangnam-dong,"['angbutter', 'croissant', 'wiener']","[1.0, 2.0, 1.0]",Completed
2023-09-06 11:30:00,Fri,14800.0,Hupyeong 2-dong,"['angbutter', 'tiramisu croissant', 'pain au chocolat']","[1.0, 1.0, 1.0]",Completed
2023-09-06 12:09:00,Fri,15300.0,Hupyeong 2-dong,"['angbutter', 'plain bread', 'jam', 'pain au chocolat']","[1.0, 1.0, 1.0, 1.0]",Completed
2023-09-06 13:46:00,Fri,19800.0,Dongmyeon,"['angbutter', 'tiramisu croissant', 'cacao deep', 'pandoro']","[1.0, 1.0, 1.0, 1.0]",Completed
2023-09-06 15:06:00,Fri,15800.0,Dongmyeon,"['angbutter', 'gateau chocolat']","[4.0, 1.0]",Completed
2023-09-06 16:29:00,Fri,39700.0,Soyang-dong,"['angbutter', 'croissant', 'almond croissant', 'gateau chocolat', 'orange pound']","[2.0, 2.0, 2.0, 2.0, 1.0]",Completed
2023-09-07 11:06:00,Sat,18600.0,Seoksa-dong,"['gateau chocolat', 'orange pound']","[2.0, 2.0]",Completed
2023-09-07 11:10:00,Sat,23600.0,Hupyeong 3-dong,"['angbutter', 'americano', 'croissant', 'vanilla latte']","[2.0, 1.0, 1.0, 1.0]",Completed
2023-09-07 11:15:00,Sat,19800.0,Hupyeong 3-dong,"['angbutter', 'plain bread', 'jam', 'tiramisu croissant']","[1.0, 2.0, 1.0, 1.0]",Completed
2023-09-07 11:18:00,Sat,14100.0,Dongnae-myeon,"['angbutter', 'orange pound']","[2.0, 1.0]",Completed
2023-09-07 11:40:00,Sat,14800.0,Dongmyeon,"['angbutter', 'croissant', 'tiramisu croissant']","[1.0, 1.0, 1.0]",Completed
2023-09-07 11:42:00,Sat,18800.0,Hupyeong 1-dong,"['angbutter', 'croissant', 'cacao deep', 'pandoro']","[1.0, 1.0, 1.0, 1.0]",Completed
2023-09-07 11:47:00,Sat,22500.0,Hupyeong 2-dong,"['plain bread', 'croissant', 'tiramisu croissant', 'almond croissant']","[1.0, 1.0, 2.0, 1.0]",Completed
2023-09-07 11:57:00,Sat,22800.0,Seoksa-dong,"['americano', 'almond croissant', 'gateau chocolat']","[2.0, 2.0, 1.0]",Completed
2023-09-07 12:00:00,Sat,15300.0,Seoksa-dong,"['angbutter', 'cacao deep', 'orange pound']","[1.0, 1.0, 1.0]",Completed
2023-09-07 12:05:00,Sat,18600.0,Hupyeong 3-dong,"['angbutter', 'plain bread', 'gateau chocolat', 'pandoro']","[1.0, 1.0, 1.0, 1.0]",Completed
2023-09-07 12:39:00,Sat,15100.0,Hyoja 3-dong,"['angbutter', 'plain bread']","[2.0, 1.0]",Completed
2023-09-07 15:22:00,Sat,26300.0,Hupyeong 2-dong,"['plain bread', 'jam', 'milk tea', 'gateau chocolat', 'orange pound']","[2.0, 3.0, 1.0, 1.0, 1.0]",Completed
2023-09-07 16:12:00,Sat,27500.0,Hupyeong 1-dong,"['angbutter', 'plain bread', 'gateau chocolat']","[3.0, 1.0, 2.0]",Completed
2023-09-07 16:23:00,Sat,27400.0,Hupyeong 2-dong,"['angbutter', 'plain bread', 'croissant', 'merinque cookies']","[3.0, 1.0, 1.0, 1.0]",Completed
2023-09-08 11:08:00,Sun,25100.0,Hupyeong 3-dong,"['angbutter', 'almond croissant', 'vanilla latte']","[2.0, 1.0, 2.0]",Completed
2023-09-08 11:27:00,Sun,14800.0,Hyoja 3-dong,"['angbutter', 'tiramisu croissant', 'pain au chocolat']","[1.0, 1.0, 1.0]",Completed
2023-09-08 11:37:00,Sun,26000.0,Hupyeong 2-dong,"['plain bread', 'croissant', 'tiramisu croissant', 'milk tea', 'lemon ade']","[1.0, 2.0, 1.0, 1.0, 1.0]",Completed
2023-09-08 11:56:00,Sun,16400.0,Toegye-dong,['angbutter'],[3.0],Completed
2023-09-09 11:12:00,Mon,23100.0,Soyang-dong,"['angbutter', 'croissant', 'tiramisu croissant', 'gateau chocolat', 'pandoro']","[1.0, 1.0, 1.0, 1.0, 1.0]",Completed
2023-09-09 12:04:00,Mon,22600.0,Dongmyeon,"['angbutter', 'plain bread', 'cacao deep', 'pain au chocolat']","[2.0, 1.0, 1.0, 1.0]",Completed
2023-09-09 13:01:00,Mon,14800.0,Hupyeong 3-dong,"['angbutter', 'croissant', 'pandoro']","[1.0, 1.0, 1.0]",Completed
2023-09-09 13:12:00,Mon,14800.0,Seoksa-dong,"['angbutter', 'plain bread', 'caffe latte']","[1.0, 1.0, 1.0]",Completed
2023-09-09 13:23:00,Mon,21000.0,Shin Sa Udon,"['plain bread', 'jam', 'americano', 'tiramisu croissant', 'milk tea']","[1.0, 1.0, 1.0, 1.0, 1.0]",Completed
2023-09-09 14:17:00,Mon,18800.0,Shin Sa Udon,"['angbutter', 'plain bread', 'americano', 'pain au chocolat']","[1.0, 1.0, 1.0, 1.0]",Completed
2023-09-09 14:44:00,Mon,15100.0,Geunhwa-dong,"['angbutter', 'pain au chocolat']","[2.0, 1.0]",Completed
2023-09-09 14:49:00,Mon,24100.0,Hupyeong 3-dong,"['angbutter', 'cacao deep']","[3.0, 1.0]",Completed
2023-09-09 15:42:00,Mon,21800.0,Dongmyeon,"['angbutter', 'plain bread', 'croissant', 'pandoro']","[1.0, 1.0, 2.0, 1.0]",Completed
2023-09-09 15:42:00,Mon,20400.0,Hupyeong 3-dong,"['angbutter', 'cacao deep']","[3.0, 1.0]",Completed
2023-09-09 16:01:00,Mon,18600.0,Gangnam-dong,"['angbutter', 'croissant']","[2.0, 2.0]",Completed
2023-09-11 11:13:00,Wed,42300.0,Toegye-dong,"['angbutter', 'tiramisu croissant', 'pandoro', 'wiener']","[6.0, 1.0, 1.0, 1.0]",Completed
2023-09-11 11:25:00,Wed,15600.0,Dongmyeon,"['angbutter', 'cacao deep']","[2.0, 1.0]",Completed
2023-09-11 13:06:00,Wed,14300.0,Hupyeong 1-dong,"['angbutter', 'americano', 'pain au chocolat']","[1.0, 1.0, 1.0]",Completed
2023-09-11 13:08:00,Wed,24400.0,Jo-un-dong,"['angbutter', 'plain bread', 'caffe latte']","[3.0, 1.0, 1.0]",Completed
2023-09-11 13:21:00,Wed,33400.0,Shin Sa Udon,"['angbutter', 'croissant', 'cacao deep', 'orange pound']","[3.0, 1.0, 2.0, 1.0]",Completed
2023-09-11 14:22:00,Wed,15300.0,Hupyeong 3-dong,"['angbutter', 'americano', 'orange pound']","[1.0, 1.0, 1.0]",Completed
2023-09-11 14:48:00,Wed,16300.0,Soyang-dong,"['angbutter', 'croissant', 'pain au chocolat', 'wiener']","[1.0, 1.0, 1.0, 1.0]",Completed
2023-09-11 14:57:00,Wed,24600.0,Hupyeong 2-dong,"['angbutter', 'plain bread', 'jam', 'milk tea', 'gateau chocolat', 'orange pound']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",Completed
2023-09-11 15:28:00,Wed,16400.0,Dongmyeon,['angbutter'],[3.0],Completed
2023-09-11 15:30:00,Wed,15100.0,Dongmyeon,"['angbutter', 'tiramisu croissant', 'gateau chocolat']","[1.0, 1.0, 1.0]",Completed
2023-09-12 11:13:00,Thur,15000.0,Hyoja 2-dong,"['cacao deep', 'almond croissant', 'vanilla latte']","[1.0, 1.0, 1.0]",Completed
2023-09-12 11:16:00,Thur,15800.0,Hupyeong 2-dong,"['angbutter', 'americano', 'wiener']","[1.0, 1.0, 2.0]",Completed
2023-09-12 12:01:00,Thur,19800.0,Hupyeong 2-dong,"['angbutter', 'plain bread', 'jam', 'americano', 'cacao deep']","[1.0, 1.0, 1.0, 1.0, 1.0]",Completed
2023-09-12 12:26:00,Thur,16400.0,Toegye-dong,['angbutter'],[3.0],Completed
2023-09-12 12:40:00,Thur,23300.0,Hupyeong 1-dong,"['angbutter', 'americano', 'tiramisu croissant', 'cacao deep']","[1.0, 2.0, 1.0, 1.0]",Completed
2023-09-12 12:00:00,Thur,14300.0,Hupyeong 1-dong,"['angbutter', 'croissant', 'cacao deep']","[1.0, 1.0, 1.0]",Completed
2023-09-12 12:45:00,Thur,22100.0,Hupyeong 2-dong,"['angbutter', 'croissant', 'pain au chocolat']","[2.0, 1.0, 2.0]",Completed
2023-09-12 13:25:00,Thur,15100.0,Hupyeong 3-dong,"['angbutter', 'croissant']","[2.0, 1.0]",Completed
2023-09-12 13:43:00,Thur,15800.0,Hupyeong 1-dong,"['angbutter', 'cacao deep', 'wiener']","[1.0, 1.0, 2.0]",Completed
2023-09-12 13:51:00,Thur,27600.0,Hyoja 2-dong,"['angbutter', 'plain bread', 'croissant', 'tiramisu croissant', 'orange pound']","[2.0, 1.0, 1.0, 1.0, 1.0]",Completed
2023-09-14 11:07:00,Sat,22800.0,Dongmyeon,"['angbutter', 'croissant', 'pain au chocolat', 'almond croissant', 'pandoro']","[1.0, 1.0, 1.0, 1.0, 1.0]",Completed
2023-09-14 11:15:00,Sat,19500.0,Dongmyeon,"['croissant', 'pandoro', 'wiener']","[3.0, 1.0, 1.0]",Completed
2023-09-14 11:18:00,Sat,22300.0,Hyoja 2-dong,"['plain bread', 'tiramisu croissant', 'cacao deep', 'gateau chocolat', 'orange pound']","[1.0, 1.0, 1.0, 1.0, 1.0]",Completed
2023-09-14 11:35:00,Sat,25400.0,Hupyeong 3-dong,"['angbutter', 'tiramisu croissant']","[3.0, 2.0]",Completed
2023-09-14 11:41:00,Sat,15100.0,Hupyeong 3-dong,"['angbutter', 'croissant']","[2.0, 1.0]",Completed
2023-09-14 12:06:00,Sat,19300.0,Hyoja 2-dong,"['angbutter', 'americano', 'cacao deep', 'vanilla latte']","[1.0, 1.0, 1.0, 1.0]",Completed
2023-09-14 12:17:00,Sat,26300.0,Hupyeong 2-dong,"['angbutter', 'tiramisu croissant', 'pain au chocolat', 'pandoro', 'orange pound', 'wiener']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",Completed
2023-09-15 11:07:00,Sun,32200.0,Toegye-dong,"['angbutter', 'plain bread', 'cacao deep']","[4.0, 2.0, 1.0]",Completed
2023-09-15 11:33:00,Sun,24600.0,Shin Sa Udon,"['angbutter', 'plain bread', 'tiramisu croissant', 'merinque cookies']","[2.0, 1.0, 1.0, 1.0]",Completed
2023-09-15 11:36:00,Sun,17000.0,Yagsamyeongdong,"['plain bread', 'pain au chocolat', 'pandoro']","[1.0, 2.0, 1.0]",Completed
2023-09-15 11:57:00,Sun,16000.0,Hupyeong 1-dong,"['plain bread', 'croissant', 'pain au chocolat']","[1.0, 1.0, 2.0]",Completed
2023-09-15 12:06:00,Sun,15800.0,Hupyeong 2-dong,"['angbutter', 'pandoro', 'orange pound']","[1.0, 1.0, 1.0]",Completed
2023-09-15 12:13:00,Sun,32600.0,Hupyeong 1-dong,"['angbutter', 'croissant', 'tiramisu croissant', 'orange pound', 'wiener']","[2.0, 2.0, 1.0, 1.0, 2.0]",Completed
2023-09-15 13:08:00,Sun,16100.0,Dongmyeon,"['angbutter', 'orange pound']","[2.0, 1.0]",Completed
2023-09-15 13:34:00,Sun,24400.0,Seoksa-dong,"['angbutter', 'croissant', 'caffe latte']","[3.0, 1.0, 1.0]",Completed
2023-09-15 13:38:00,Sun,25300.0,Shin Sa Udon,"['angbutter', 'plain bread', 'almond croissant', 'milk tea', 'wiener']","[1.0, 1.0, 1.0, 1.0, 2.0]",Completed
2023-09-15 13:38:00,Sun,16300.0,Dongmyeon,"['angbutter', 'croissant', 'wiener']","[1.0, 2.0, 1.0]",Completed
2023-09-15 14:54:00,Sun,15100.0,Hyoja 3-dong,"['angbutter', 'tiramisu croissant', 'gateau chocolat']","[1.0, 1.0, 1.0]",Completed
2023-09-15 15:28:00,Sun,57900.0,Dongmyeon,"['angbutter', 'croissant', 'tiramisu croissant', 'milk tea', 'gateau chocolat', 'pandoro', 'orange pound', 'berry ade', 'merinque cookies']","[2.0, 2.0, 2.0, 2.0, 1.0, 1.0, 1.0, 1.0, 1.0]",Completed
