datetime,day of week,total,place,product_names,quantities_product,Order status,location,Driver_id
2023-08-18 11:06:00,Sun,36.9,Totterdown,"angbutter, croissant, almond croissant, pandoro","[3.0, 2.0, 1.0, 2.0]",Completed,,1
2023-08-18 11:09:00,Sun,26.6,Kingsdown,"angbutter, tiramisu croissant, pain au chocolat, orange pound, wiener","[2.0, 1.0, 1.0, 1.0, 1.0]",Completed,,2
2023-08-18 11:09:00,Sun,22.8,Cotham,"angbutter, croissant, pain au chocolat, almond croissant, pandoro","[1.0, 1.0, 1.0, 1.0, 1.0]",Completed,"37.888709871429334, 127.74669568860307",5
2023-08-18 11:23:00,Sun,17.8,Southville,"angbutter, americano, orange pound, wiener","[1.0, 1.0, 1.0, 1.0]",Completed,"37.87775554181431, 127.75549061576464",5
2023-08-18 11:27:00,Sun,14.1,Redfield,"angbutter, wiener","[2.0, 1.0]",Completed,,4
2023-08-18 12:04:00,Sun,20.0,Stokes Croft,"tiramisu croissant, almond croissant, pandoro, orange pound","[1.0, 1.0, 1.0, 1.0]",Completed,"37.859983651487894, 127.74939562516919",5
2023-08-18 12:22:00,Sun,15.0,Montpelier,"plain bread, jam, pain au chocolat, pandoro","[1.0, 1.0, 1.0, 1.0]",Completed,"37.87794586165628, 127.749117645184",5
2023-08-18 12:24:00,Sun,16.0,Stokes Croft,"croissant, pain au chocolat, almond croissant, wiener","[1.0, 1.0, 1.0, 1.0]",Completed,"37.86024864185581, 127.75024917933327",2
2023-08-18 12:50:00,Sun,23.8,Redfield,"angbutter, tiramisu croissant, pain au chocolat, pandoro, orange pound","[1.0, 1.0, 1.0, 1.0, 1.0]",Completed,,5
2023-08-18 13:06:00,Sun,14.3,City Centre,"angbutter, croissant, cacao deep","[1.0, 1.0, 1.0]",Completed,"37.88819104638046, 127.84363670198067",4
2023-08-18 13:29:00,Sun,14.8,Totterdown,"angbutter, croissant, pandoro","[1.0, 1.0, 1.0]",Completed,,3
2023-08-18 13:30:00,Sun,36.1,Southville,"angbutter, americano, croissant, vanilla latte","[2.0, 1.0, 2.0, 3.0]",Completed,"37.87814125109619, 127.75463017378098",3
2023-08-18 14:39:00,Sun,23.0,Southville,"plain bread, caffe latte, tiramisu croissant, cacao deep, orange pound","[1.0, 1.0, 1.0, 1.0, 1.0]",Completed,"37.877469726421, 127.75535335038266",5
2023-08-18 12:40:00,Sun,16.3,Easton,"angbutter, caffe latte, cacao deep","[1.0, 1.0, 1.0]",Completed,"37.92451443186765, 127.72821848165952",5
2023-08-19 11:29:00,Mon,22.8,City Centre,"angbutter, americano, croissant, almond croissant","[1.0, 2.0, 1.0, 1.0]",Completed,"37.888487820195664, 127.8437142053752",1
2023-08-19 11:59:00,Mon,16.8,Stokes Croft,"angbutter, plain bread, wiener, merinque cookies","[1.0, 1.0, 1.0, 1.0]",Completed,"37.86056563233515, 127.74960585603469",1
2023-08-19 12:08:00,Mon,21.3,Easton,"angbutter, almond croissant, pandoro, orange pound","[1.0, 1.0, 1.0, 1.0]",Completed,"37.92477087437238, 127.72960425957626",5
2023-08-19 12:10:00,Mon,19.3,Montpelier,"angbutter, plain bread, pandoro, orange pound","[1.0, 1.0, 1.0, 1.0]",Completed,"37.87693173430738, 127.7486378960468",2
2023-08-19 12:21:00,Mon,15.8,Montpelier,"angbutter, plain bread, jam, cacao deep, pandoro, orange pound","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",Completed,"37.87751111824518, 127.74823812123948",2
2023-08-19 12:34:00,Mon,23.6,Southville,"angbutter, plain bread, jam, caffe latte, pain au chocolat, gateau chocolat","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",Completed,"37.87666900701881, 127.75489920909433",5
2023-08-19 13:06:00,Mon,19.3,City Centre,"angbutter, plain bread, tiramisu croissant","[1.0, 1.0, 2.0]",Completed,"37.889765217043944, 127.84436886288094",3
2023-08-19 13:24:00,Mon,14.8,Cotham,"angbutter, americano, cacao deep","[1.0, 1.0, 1.0]",Completed,"37.888538610818095, 127.74497360333959",2
2023-08-19 13:53:00,Mon,24.3,Cotham,"angbutter, americano, tiramisu croissant, milk tea, pandoro","[1.0, 1.0, 1.0, 1.0, 1.0]",Completed,"37.88764173963532, 127.74663635977394",5
2023-08-19 14:16:00,Mon,23.8,Gloucester Road,"angbutter, tiramisu croissant, pain au chocolat, pandoro, orange pound","[1.0, 1.0, 1.0, 1.0, 1.0]",Completed,"37.883538525197714, 127.7264418785482",3
2023-08-19 14:20:00,Mon,15.3,Clifton,"angbutter, americano, tiramisu croissant","[1.0, 1.0, 1.0]",Completed,"37.87186060065085, 127.72412375584311",1
2023-08-19 15:14:00,Mon,15.3,Southville,"plain bread, jam, almond croissant, gateau chocolat","[1.0, 1.0, 1.0, 1.0]",Completed,"37.87759944315499, 127.7536706612502",1
2023-08-19 15:27:00,Mon,21.6,Easton,"angbutter, tiramisu croissant","[2.0, 2.0]",Completed,"37.924802738903864, 127.72875686363575",2
2023-08-19 15:30:00,Mon,18.8,Ashley Down,"angbutter, croissant, orange pound, merinque cookies","[1.0, 1.0, 1.0, 1.0]",Completed,"37.88543050690758, 127.71540824130238",4
2023-08-21 11:02:00,Wed,19.9,Southville,"angbutter, croissant","[3.0, 1.0]",Completed,"37.87724926059334, 127.7536802258321",5
2023-08-21 11:04:00,Wed,18.8,Gloucester Road,"angbutter, americano, croissant, pandoro","[1.0, 1.0, 1.0, 1.0]",Completed,"37.884700870306105, 127.72612391808734",1
2023-08-21 11:07:00,Wed,15.3,St George,"angbutter, pain au chocolat, wiener","[1.0, 1.0, 2.0]",Completed,"37.86020964952006, 127.70051899030022",1
2023-08-21 11:28:00,Wed,54.0,Kingsdown,"angbutter, plain bread, croissant","[5.0, 3.0, 1.0]",Completed,,5
2023-08-21 12:13:00,Wed,18.3,Montpelier,"angbutter, tiramisu croissant, orange pound, wiener","[1.0, 1.0, 1.0, 1.0]",Completed,"37.87778464766942, 127.74729826539901",2
2023-08-21 12:19:00,Wed,16.1,Southville,"angbutter, pandoro","[2.0, 1.0]",Completed,"37.87691975486073, 127.75549442580332",2
2023-08-21 12:29:00,Wed,19.3,Cotham,"angbutter, pain au chocolat, pandoro, lemon ade","[1.0, 1.0, 1.0, 1.0]",Completed,"37.888044670135436, 127.74577506553308",3
2023-08-21 12:51:00,Wed,17.5,Southville,"plain bread, croissant, caffe latte, merinque cookies","[1.0, 1.0, 1.0, 1.0]",Completed,"37.87792766074533, 127.7550066059838",5
2023-08-21 13:01:00,Wed,15.8,Bedminster,"angbutter, americano, wiener","[1.0, 1.0, 2.0]",Completed,"37.85577395888021, 127.73239047120538",5
2023-08-21 13:15:00,Wed,17.0,Montpelier,"croissant, tiramisu croissant, pain au chocolat","[2.0, 1.0, 1.0]",Completed,"37.87798559671373, 127.74863006327094",5
2023-08-21 13:26:00,Wed,15.6,Old Market,"angbutter, gateau chocolat, lemon ade, wiener","[1.0, 1.0, 1.0, 1.0]",Completed,"37.84170164576039, 127.78339141633688",4
2023-08-21 13:43:00,Wed,21.1,Easton,"angbutter, americano, milk tea","[2.0, 1.0, 1.0]",Completed,"37.92381052538271, 127.72775303025053",2
2023-08-21 14:11:00,Wed,25.0,Montpelier,"plain bread, croissant, pain au chocolat, almond croissant, orange pound","[1.0, 2.0, 1.0, 1.0, 1.0]",Completed,"37.87766706008271, 127.7477224798807",4
2023-08-21 14:38:00,Wed,23.0,City Centre,"plain bread, almond croissant, orange pound, berry ade, merinque cookies","[1.0, 1.0, 1.0, 1.0, 1.0]",Completed,"37.88991241586091, 127.8446664324237",1
2023-08-22 11:48:00,Thur,14.8,Southville,"angbutter, croissant, caffe latte","[1.0, 1.0, 1.0]",Completed,"37.87691378469499, 127.75395379286378",1
2023-08-22 12:08:00,Thur,23.3,Totterdown,"angbutter, croissant, tiramisu croissant, cacao deep, almond croissant","[1.0, 1.0, 1.0, 1.0, 1.0]",Completed,,2
2023-08-22 12:12:00,Thur,15.8,Totterdown,"angbutter, tiramisu croissant, pandoro","[1.0, 1.0, 1.0]",Completed,,3
2023-08-22 12:55:00,Thur,16.4,Gloucester Road,angbutter,[3.0],Completed,"37.88419891796058, 127.7276850112904",2
2023-08-22 13:07:00,Thur,26.6,Southville,"angbutter, croissant, pain au chocolat, orange pound","[2.0, 1.0, 2.0, 1.0]",Completed,"37.876922313176344, 127.75534329662196",2
2023-08-22 13:49:00,Thur,23.4,Cotham,"angbutter, pain au chocolat","[3.0, 2.0]",Completed,"37.888325004808365, 127.74636757303062",5
2023-08-22 14:17:00,Thur,20.6,Totterdown,"angbutter, pandoro, berry ade","[2.0, 1.0, 1.0]",Completed,,2
2023-08-22 14:35:00,Thur,15.8,Cotham,"angbutter, caffe latte, tiramisu croissant","[1.0, 1.0, 1.0]",Completed,"37.88808826103242, 127.74560136398684",1
2023-08-22 15:24:00,Thur,26.0,City Centre,"croissant, tiramisu croissant, pandoro, orange pound, wiener","[1.0, 1.0, 1.0, 1.0, 1.0]",Completed,"37.88850909998896, 127.84423190314045",3
2023-08-23 11:28:00,Fri,42.2,City Centre,"angbutter, plain bread, croissant","[4.0, 3.0, 3.0]",Completed,"37.88858219446425, 127.84417293242758",5
2023-08-23 11:53:00,Fri,57.7,Bedminster,"angbutter, pain au chocolat, pandoro, orange pound","[9.0, 1.0, 1.0, 1.0]",Completed,"37.854876872327, 127.73069366326564",5
2023-08-23 12:42:00,Fri,14.1,Totterdown,"angbutter, croissant, gateau chocolat","[1.0, 1.0, 1.0]",Completed,,4
2023-08-23 12:47:00,Fri,19.8,Totterdown,"angbutter, americano, almond croissant, orange pound","[1.0, 1.0, 1.0, 1.0]",Completed,,2
2023-08-23 15:32:00,Fri,22.0,Southville,"croissant, cacao deep, pain au chocolat, milk tea, vanilla latte","[1.0, 1.0, 1.0, 1.0, 1.0]",Completed,"37.87724050198259, 127.75438662136825",5
2023-08-24 11:06:00,Sat,16.0,Cotham,"croissant, pain au chocolat","[2.0, 2.0]",Completed,"37.88714018791128, 127.74489780542694",5
2023-08-24 11:09:00,Sat,20.1,Cotham,"angbutter, gateau chocolat, orange pound, wiener","[1.0, 1.0, 1.0, 2.0]",Completed,"37.888221621856076, 127.74619314196829",4
2023-08-24 11:13:00,Sat,25.6,Totterdown,"angbutter, plain bread, tiramisu croissant, gateau chocolat, wiener, berry ade","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",Completed,,3
2023-08-24 11:14:00,Sat,23.1,City Centre,"angbutter, plain bread, croissant, tiramisu croissant","[2.0, 1.0, 1.0, 1.0]",Completed,"37.88926176189595, 127.84471501520851",2
2023-08-24 11:14:00,Sat,17.3,Southville,"angbutter, plain bread, croissant, pain au chocolat","[1.0, 1.0, 1.0, 1.0]",Completed,"37.87793684951199, 127.7545758708831",5
2023-08-24 11:18:00,Sat,24.9,Southville,"angbutter, croissant, wiener","[3.0, 1.0, 2.0]",Completed,"37.87749203432051, 127.75541181403435",3
2023-08-24 11:19:00,Sat,17.3,St George,"angbutter, croissant","[1.0, 3.0]",Completed,"37.859822104163285, 127.70143791252985",3
2023-08-24 11:42:00,Sat,14.3,Cotham,"angbutter, americano, croissant","[1.0, 1.0, 1.0]",Completed,"37.88834337400946, 127.7451122200835",1
2023-08-24 11:51:00,Sat,15.6,Southville,"angbutter, cacao deep","[2.0, 1.0]",Completed,"37.87674532045942, 127.75493215698283",1
2023-08-24 11:55:00,Sat,20.8,City Centre,"plain bread, croissant, caffe latte, gateau chocolat","[1.0, 2.0, 1.0, 1.0]",Completed,"37.88870075075803, 127.84532654908236",3
2023-08-24 12:28:00,Sat,15.8,Gloucester Road,"angbutter, pandoro, orange pound","[1.0, 1.0, 1.0]",Completed,"37.88446764669372, 127.72687976288357",3
2023-08-24 12:56:00,Sat,23.3,Easton,"angbutter, plain bread, cacao deep, almond croissant","[1.0, 2.0, 1.0, 1.0]",Completed,"37.92395225984043, 127.72900779009768",5
2023-08-24 13:07:00,Sat,14.8,Clifton,"angbutter, plain bread, caffe latte","[1.0, 1.0, 1.0]",Completed,"37.871225956191424, 127.72271693032481",1
2023-08-24 14:13:00,Sat,15.3,Montpelier,"angbutter, almond croissant, merinque cookies","[1.0, 1.0, 1.0]",Completed,"37.87808897789597, 127.74806252365264",1
2023-08-25 11:02:00,Sun,16.4,Totterdown,angbutter,[3.0],Completed,,4
2023-08-25 11:04:00,Sun,15.3,Gloucester Road,"angbutter, americano, tiramisu croissant","[1.0, 1.0, 1.0]",Completed,"37.88515891595696, 127.7279113585194",1
2023-08-25 11:06:00,Sun,17.3,City Centre,"angbutter, pain au chocolat, almond croissant, wiener","[1.0, 1.0, 1.0, 1.0]",Completed,"37.888568966940866, 127.8455597143072",3
2023-08-25 11:18:00,Sun,15.3,City Centre,"angbutter, plain bread, wiener","[1.0, 1.0, 2.0]",Completed,"37.889266012802516, 127.84484127956688",2
2023-08-25 11:53:00,Sun,15.3,Gloucester Road,"angbutter, plain bread, jam, croissant","[1.0, 1.0, 1.0, 1.0]",Completed,"37.88349953140002, 127.7261066524589",3
2023-08-25 12:02:00,Sun,15.8,Stokes Croft,"angbutter, tiramisu croissant, pandoro","[1.0, 1.0, 1.0]",Completed,"37.860738395778135, 127.75066521580997",4
2023-08-25 12:05:00,Sun,22.1,Cotham,"angbutter, pain au chocolat","[2.0, 3.0]",Completed,"37.88762096203151, 127.74484780837325",4
2023-08-25 12:05:00,Sun,14.1,Montpelier,"angbutter, wiener","[2.0, 1.0]",Completed,"37.87657802807495, 127.74772857619125",2
2023-08-25 12:23:00,Sun,25.3,Southville,"angbutter, croissant, caffe latte, pain au chocolat, wiener, vanilla latte","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",Completed,"37.878189158295505, 127.75418344026507",4
2023-08-25 12:43:00,Sun,17.4,Easton,angbutter,[3.0],Completed,"37.92456737501191, 127.72892080585638",4
2023-08-25 12:48:00,Sun,15.1,Bedminster,"angbutter, tiramisu croissant, gateau chocolat","[1.0, 1.0, 1.0]",Completed,"37.85455883810668, 127.73046181216142",2
2023-08-25 13:13:00,Sun,15.6,Bedminster,"angbutter, cacao deep","[2.0, 1.0]",Completed,"37.85446049281816, 127.73079217680574",1
2023-08-26 11:16:00,Mon,17.8,Totterdown,"angbutter, americano, pandoro, wiener","[1.0, 1.0, 1.0, 1.0]",Completed,,1
2023-08-26 11:17:00,Mon,19.9,City Centre,"angbutter, plain bread","[3.0, 1.0]",Completed,"37.88859507021666, 127.84484395093719",4
2023-08-26 11:30:00,Mon,18.0,City Centre,"croissant, cacao deep, pain au chocolat, wiener","[1.0, 1.0, 1.0, 2.0]",Completed,"37.88951579378337, 127.84410456688649",5
2023-08-26 11:49:00,Mon,15.5,City Centre,"tiramisu croissant, pandoro","[2.0, 1.0]",Completed,"37.888386198410096, 127.84446880814824",3
2023-08-26 12:05:00,Mon,14.8,City Centre,"angbutter, croissant, tiramisu croissant","[1.0, 1.0, 1.0]",Completed,"37.88974604799253, 127.84426179173222",1
2023-08-26 14:25:00,Mon,15.3,Totterdown,"angbutter, cacao deep, pandoro","[1.0, 1.0, 1.0]",Completed,,4
2023-08-26 15:48:00,Mon,21.6,Easton,"angbutter, tiramisu croissant","[2.0, 2.0]",Completed,"37.925608754614885, 127.72856107262626",2
2023-08-26 16:06:00,Mon,14.0,Montpelier,"americano, cacao deep","[1.0, 2.0]",Completed,"37.8770571512381, 127.74805515051281",4
2023-08-26 16:11:00,Mon,22.8,Southville,"angbutter, tiramisu croissant, almond croissant, orange pound, wiener","[1.0, 1.0, 1.0, 1.0, 1.0]",Completed,"37.876918177497124, 127.75516452415813",1
2023-08-28 11:19:00,Wed,16.3,Stokes Croft,"angbutter, plain bread, croissant, wiener","[1.0, 1.0, 1.0, 1.0]",Completed,"37.859953562678804, 127.75043642103844",1
2023-08-28 11:30:00,Wed,34.1,Southville,"angbutter, tiramisu croissant, milk tea","[2.0, 2.0, 3.0]",Completed,"37.87697208420679, 127.75383343886995",2
2023-08-28 12:20:00,Wed,30.4,St George,"angbutter, croissant, pain au chocolat","[3.0, 2.0, 2.0]",Completed,"37.86097887257873, 127.70200094629402",2
2023-08-28 12:24:00,Wed,18.0,Southville,"tiramisu croissant, milk tea, pandoro, wiener","[1.0, 1.0, 1.0, 1.0]",Completed,"37.87694649776168, 127.75356799704653",4
2023-08-28 12:46:00,Wed,18.6,Barton Hill,"angbutter, croissant","[2.0, 2.0]",Completed,"37.872446862417426, 127.72723713013288",2
2023-08-28 13:42:00,Wed,14.8,Stokes Croft,"angbutter, pain au chocolat, pandoro","[1.0, 1.0, 1.0]",Completed,"37.859869461093794, 127.74998656195184",1
2023-08-28 13:57:00,Wed,33.4,Montpelier,"angbutter, americano, caffe latte, almond croissant","[3.0, 2.0, 1.0, 1.0]",Completed,"37.87638034613934, 127.74851349482681",4
2023-08-28 14:05:00,Wed,19.3,Southville,"angbutter, plain bread, caffe latte, pandoro","[1.0, 1.0, 1.0, 1.0]",Completed,"37.876804060618845, 127.75503797817997",3
2023-08-29 11:04:00,Thur,22.3,Lawrence Hill,"angbutter, plain bread, pain au chocolat, wiener","[1.0, 2.0, 1.0, 2.0]",Completed,"37.87991173663118, 127.73040270664761",5
2023-08-29 12:25:00,Thur,18.3,Southville,"angbutter, croissant, milk tea","[1.0, 2.0, 1.0]",Completed,"37.87802929709975, 127.75399474970108",3
2023-08-29 12:35:00,Thur,16.1,City Centre,"angbutter, almond croissant","[2.0, 1.0]",Completed,"37.88989869996768, 127.84530259550469",4
2023-08-29 13:12:00,Thur,24.0,Cotham,"americano, vanilla latte, berry ade","[1.0, 2.0, 2.0]",Completed,"37.88760438521864, 127.74509516975117",5
2023-08-29 13:28:00,Thur,53.8,Cotham,"angbutter, plain bread, americano, croissant, almond croissant","[6.0, 2.0, 2.0, 1.0, 1.0]",Completed,"37.8882158406262, 127.74635402400595",4
2023-08-29 14:01:00,Thur,30.8,Barton Hill,angbutter,[6.0],Completed,"37.8718791646692, 127.7284992458929",4
2023-08-29 14:31:00,Thur,15.5,Easton,"croissant, caffe latte, orange pound","[1.0, 1.0, 1.0]",Completed,"37.92410169892808, 127.7284810437788",1
2023-08-29 15:08:00,Thur,15.0,Cotham,"croissant, wiener, vanilla latte","[1.0, 2.0, 1.0]",Completed,"37.88867934562609, 127.74490976157455",5
2023-08-29 16:15:00,Thur,19.0,Montpelier,"plain bread, jam, pain au chocolat, orange pound, merinque cookies","[1.0, 1.0, 1.0, 1.0, 1.0]",Completed,"37.87723599724811, 127.74892608331145",2
2023-08-29 16:45:00,Thur,24.3,Totterdown,"angbutter, tiramisu croissant, cacao deep, almond croissant, pandoro","[1.0, 1.0, 1.0, 1.0, 1.0]",Completed,,5
2023-08-29 16:46:00,Thur,15.1,Redfield,"angbutter, gateau chocolat, pandoro","[1.0, 1.0, 1.0]",Completed,,5
2023-08-30 11:10:00,Fri,16.4,Kingsdown,angbutter,[3.0],Completed,,4
2023-08-30 11:16:00,Fri,14.8,City Centre,"angbutter, plain bread, vanilla latte","[1.0, 1.0, 1.0]",Completed,"37.88843048190331, 127.84474739464952",3
2023-08-30 11:18:00,Fri,39.3,Cotham,"angbutter, americano, orange pound","[6.0, 1.0, 1.0]",Completed,"37.887870523038835, 127.74547904723461",4
2023-08-30 11:36:00,Fri,20.6,Montpelier,"angbutter, orange pound","[2.0, 2.0]",Completed,"37.87718255735426, 127.7475823257435",4
2023-08-30 13:10:00,Fri,14.3,Cotham,"angbutter, americano, croissant","[1.0, 1.0, 1.0]",Completed,"37.888822172143826, 127.7456212309747",3
2023-08-30 14:13:00,Fri,16.0,City Centre,"croissant, pain au chocolat, pandoro, wiener","[1.0, 1.0, 1.0, 1.0]",Completed,"37.88901039983465, 127.84383154045749",3
2023-08-30 14:30:00,Fri,21.2,City Centre,angbutter,[4.0],Completed,"37.88831721586195, 127.84475274493956",1
2023-08-30 15:00:00,Fri,23.1,Cotham,"angbutter, pain au chocolat, orange pound","[2.0, 2.0, 1.0]",Completed,"37.888731812378296, 127.74617947845145",4
2023-08-30 15:05:00,Fri,28.8,City Centre,"angbutter, plain bread, jam, pain au chocolat, vanilla latte","[1.0, 1.0, 1.0, 1.0, 1.0]",Completed,"37.88986557702238, 127.84479227746537",3
2023-08-30 15:25:00,Fri,28.3,Cotham,"angbutter, americano, caffe latte, lemon ade","[1.0, 2.0, 2.0, 1.0]",Completed,"37.887590328004535, 127.74664451761903",3
2023-08-30 15:39:00,Fri,15.5,City Centre,"tiramisu croissant, almond croissant","[2.0, 1.0]",Completed,"37.888707962824874, 127.84551885544259",4
2023-08-30 16:18:00,Fri,18.8,City Centre,"angbutter, plain bread, americano, tiramisu croissant","[1.0, 1.0, 1.0, 1.0]",Completed,"37.88986547843825, 127.84501684790416",5
2023-08-31 11:15:00,Sat,18.6,Totterdown,"angbutter, tiramisu croissant, pain au chocolat, gateau chocolat","[1.0, 1.0, 1.0, 1.0]",Completed,,5
2023-08-31 11:20:00,Sat,16.3,Bedminster,"angbutter, croissant, pain au chocolat, wiener","[1.0, 1.0, 1.0, 1.0]",Completed,"37.855908696126285, 127.73108295650906",3
2023-08-31 11:37:00,Sat,14.8,Southville,"angbutter, plain bread, tiramisu croissant","[1.0, 1.0, 1.0]",Completed,"37.87658453664329, 127.7554079345379",5
2023-08-31 12:31:00,Sat,16.3,Bedminster,"angbutter, croissant, pain au chocolat, wiener","[1.0, 1.0, 1.0, 1.0]",Completed,"37.85461563929128, 127.73189846706534",1
2023-08-31 12:34:00,Sat,14.8,Cotham,"angbutter, tiramisu croissant, pain au chocolat","[1.0, 1.0, 1.0]",Completed,"37.8874792271335, 127.74497134274755",1
2023-08-31 13:16:00,Sat,16.0,City Centre,plain bread,[4.0],Completed,"37.88921172696338, 127.84452794668351",2
2023-08-31 14:50:00,Sat,16.1,Southville,"angbutter, milk tea","[2.0, 1.0]",Completed,"37.87723665692255, 127.75537146244709",4
2023-08-31 15:27:00,Sat,14.1,Old Market,"angbutter, caffe latte","[2.0, 1.0]",Completed,"37.84209107338017, 127.78414206603668",4
2023-09-01 11:05:00,Sun,23.3,Montpelier,"angbutter, cacao deep, pain au chocolat, almond croissant, pandoro","[1.0, 1.0, 1.0, 1.0, 1.0]",Completed,"37.8765041003138, 127.74764343040513",1
2023-09-01 11:22:00,Sun,14.8,City Centre,"angbutter, pain au chocolat, orange pound","[1.0, 1.0, 1.0]",Completed,"37.888849649460965, 127.84422005546678",3
2023-09-01 11:40:00,Sun,22.1,Montpelier,"angbutter, plain bread, croissant, pain au chocolat","[2.0, 1.0, 1.0, 1.0]",Completed,"37.87631865463498, 127.74768511711119",2
2023-09-01 12:04:00,Sun,19.6,Clifton,"angbutter, caffe latte, pain au chocolat","[2.0, 1.0, 1.0]",Completed,"37.87023618500036, 127.72274874987707",1
2023-09-01 12:07:00,Sun,16.6,Stokes Croft,"angbutter, plain bread, jam","[2.0, 1.0, 1.0]",Completed,"37.85994286653263, 127.75120020808126",5
2023-09-01 12:25:00,Sun,22.9,Barton Hill,"angbutter, plain bread, cacao deep, gateau chocolat","[2.0, 1.0, 1.0, 1.0]",Completed,"37.87297375744117, 127.72869694899863",1
2023-09-01 12:39:00,Sun,28.3,Southville,"angbutter, plain bread, cacao deep, pain au chocolat, orange pound","[1.0, 1.0, 1.0, 1.0, 2.0]",Completed,"37.87741237609674, 127.75434734432055",4
2023-09-01 13:56:00,Sun,14.8,Stokes Croft,"tiramisu croissant, gateau chocolat, orange pound","[1.0, 1.0, 1.0]",Completed,"37.860280380864246, 127.7494645225937",4
2023-09-01 14:05:00,Sun,33.1,Stokes Croft,"angbutter, americano, croissant, cacao deep, pain au chocolat, gateau chocolat","[1.0, 2.0, 1.0, 1.0, 2.0, 1.0]",Completed,"37.86022898091118, 127.75080029918973",5
2023-09-01 14:35:00,Sun,14.8,Clifton,"angbutter, croissant, pandoro","[1.0, 1.0, 1.0]",Completed,"37.87120496843146, 127.72319627346202",1
2023-09-01 14:43:00,Sun,15.8,Totterdown,"angbutter, almond croissant, vanilla latte","[1.0, 1.0, 1.0]",Completed,,2
2023-09-01 15:04:00,Sun,16.1,Gloucester Road,"angbutter, orange pound","[2.0, 1.0]",Completed,"37.88459513391549, 127.7276435435037",3
2023-09-02 12:12:00,Mon,31.4,Ashley Down,"angbutter, croissant, pandoro, orange pound, wiener","[3.0, 1.0, 1.0, 1.0, 1.0]",Completed,"37.885962649871196, 127.71525955854015",2
2023-09-02 14:17:00,Mon,20.3,Southville,"angbutter, tiramisu croissant, vanilla latte, berry ade","[1.0, 1.0, 1.0, 1.0]",Completed,"37.87838598151356, 127.75427547202165",3
2023-09-02 14:30:00,Mon,24.3,City Centre,"angbutter, cacao deep, almond croissant, pandoro","[1.0, 1.0, 2.0, 1.0]",Completed,"37.889331044112794, 127.8442783483878",2
2023-09-02 15:13:00,Mon,23.5,City Centre,"croissant, tiramisu croissant, almond croissant, pandoro, wiener, vanilla latte","[1.0, 2.0, 1.0, 2.0, 1.0, 1.0]",Completed,"37.8900444382711, 127.84440064372843",5
2023-09-02 15:16:00,Mon,18.3,Cotham,angbutter,[1.0],Completed,"37.88782887833833, 127.74617937915636",4
2023-09-02 15:24:00,Mon,15.0,Southville,"cacao deep, almond croissant, pandoro","[1.0, 1.0, 1.0]",Completed,"37.878308225646265, 127.75473723744827",2
2023-09-04 11:49:00,Wed,23.0,Southville,"americano, caffe latte, tiramisu croissant, pain au chocolat, orange pound","[1.0, 1.0, 1.0, 1.0, 1.0]",Completed,"37.878288567064295, 127.7548908055333",1
2023-09-04 12:04:00,Wed,14.8,Cotham,"angbutter, americano, cacao deep","[1.0, 1.0, 1.0]",Completed,"37.88744418542349, 127.74611323652113",1
2023-09-04 12:06:00,Wed,18.6,Montpelier,"angbutter, croissant, tiramisu croissant, gateau chocolat","[1.0, 1.0, 1.0, 1.0]",Completed,"37.87626768140295, 127.74761757753008",3
2023-09-04 12:31:00,Wed,18.6,Southville,"angbutter, croissant, milk tea, gateau chocolat","[1.0, 1.0, 1.0, 1.0]",Completed,"37.87784779211068, 127.75376616460584",1
2023-09-04 12:58:00,Wed,17.0,City Centre,"plain bread, croissant, pain au chocolat, pandoro","[1.0, 1.0, 1.0, 1.0]",Completed,"37.88911396376759, 127.84451994542327",5
2023-09-04 13:19:00,Wed,19.3,Cotham,"angbutter, croissant, wiener, merinque cookies","[1.0, 1.0, 2.0, 1.0]",Completed,"37.887685652200666, 127.7466779523152",1
2023-09-04 13:31:00,Wed,15.3,Totterdown,"angbutter, americano, tiramisu croissant","[1.0, 1.0, 1.0]",Completed,,4
2023-09-04 13:42:00,Wed,27.7,Ashley Down,"angbutter, cacao deep, pain au chocolat, gateau chocolat","[3.0, 1.0, 1.0, 1.0]",Completed,"37.8868247760312, 127.71385923731299",3
2023-09-04 13:53:00,Wed,22.8,Southville,"angbutter, plain bread, jam, croissant, cacao deep, pain au chocolat","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",Completed,"37.87767816844885, 127.75459146038482",5
2023-09-04 14:52:00,Wed,25.6,Totterdown,"croissant, tiramisu croissant, gateau chocolat, orange pound","[2.0, 1.0, 2.0, 1.0]",Completed,,4
2023-09-04 14:54:00,Wed,14.8,Totterdown,"angbutter, plain bread, tiramisu croissant","[1.0, 1.0, 1.0]",Completed,,1
2023-09-04 15:26:00,Wed,41.1,Lawrence Hill,"angbutter, plain bread, jam, americano, pain au chocolat, milk tea","[2.0, 2.0, 2.0, 2.0, 2.0, 1.0]",Completed,"37.87851428267949, 127.73207833398953",1
2023-09-04 16:28:00,Wed,18.6,City Centre,"angbutter, croissant","[2.0, 2.0]",Completed,"37.88866868108352, 127.84448947910465",3
