datetime,day of week,total,place,product_names,quantities_product,Order status,location
2023-08-24 11:55:00,Sat,20800.0,Dongmyeon,"['plain bread', 'croissant', 'caffe latte', 'gateau chocolat']","[1.0, 2.0, 1.0, 1.0]",Completed,"(37.55994059516795, 126.98570472572925)"
2023-08-24 12:28:00,Sat,15800.0,Soyang-dong,"['angbutter', 'pandoro', 'orange pound']","[1.0, 1.0, 1.0]",Completed,"(37.581854798180245, 126.97275324197311)"
2023-08-24 12:56:00,Sat,23300.0,Shin Sa Udon,"['angbutter', 'plain bread', 'cacao deep', 'almond croissant']","[1.0, 2.0, 1.0, 1.0]",Completed,"(37.58092354091227, 126.96917585437134)"
2023-08-24 13:07:00,Sat,14800.0,Hyoja 3-dong,"['angbutter', 'plain bread', 'caffe latte']","[1.0, 1.0, 1.0]",Completed,"(37.569697417336144, 126.99196456874373)"
2023-08-24 14:13:00,Sat,15300.0,Hupyeong 2-dong,"['angbutter', 'almond croissant', 'merinque cookies']","[1.0, 1.0, 1.0]",Completed,"(37.57373914937169, 126.99573944390276)"
2023-08-25 11:02:00,Sun,16400.0,Hyoja 2-dong,['angbutter'],[3.0],Completed,"(37.571748939179095, 126.98577151039756)"
2023-08-25 11:04:00,Sun,15300.0,Soyang-dong,"['angbutter', 'americano', 'tiramisu croissant']","[1.0, 1.0, 1.0]",Completed,"(37.58278269371576, 126.97923081871328)"
2023-08-25 11:06:00,Sun,17300.0,Dongmyeon,"['angbutter', 'pain au chocolat', 'almond croissant', 'wiener']","[1.0, 1.0, 1.0, 1.0]",Completed,"(37.56630608599615, 126.98517620212509)"
2023-08-25 11:18:00,Sun,15300.0,Dongmyeon,"['angbutter', 'plain bread', 'wiener']","[1.0, 1.0, 2.0]",Completed,"(37.567860029307724, 126.98740912108583)"
2023-08-25 11:53:00,Sun,15300.0,Soyang-dong,"['angbutter', 'plain bread', 'jam', 'croissant']","[1.0, 1.0, 1.0, 1.0]",Completed,"(37.5693190378589, 126.96768795891202)"
2023-08-25 12:02:00,Sun,15800.0,Seoksa-dong,"['angbutter', 'tiramisu croissant', 'pandoro']","[1.0, 1.0, 1.0]",Completed,"(37.57356700456745, 126.98554227393142)"
2023-08-25 12:05:00,Sun,22100.0,Hupyeong 1-dong,"['angbutter', 'pain au chocolat']","[2.0, 3.0]",Completed,"(37.56542678826155, 126.99365409581415)"
2023-08-25 12:05:00,Sun,14100.0,Hupyeong 2-dong,"['angbutter', 'wiener']","[2.0, 1.0]",Completed,"(37.58172629647725, 126.9932725057846)"
2023-08-25 12:23:00,Sun,25300.0,Hupyeong 3-dong,"['angbutter', 'croissant', 'caffe latte', 'pain au chocolat', 'wiener', 'vanilla latte']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",Completed,"(37.58946595532673, 126.97543371469462)"
2023-08-25 12:43:00,Sun,17400.0,Shin Sa Udon,['angbutter'],[3.0],Completed,"(37.582848350125616, 126.95449862750121)"
2023-08-25 12:48:00,Sun,15100.0,Toegye-dong,"['angbutter', 'tiramisu croissant', 'gateau chocolat']","[1.0, 1.0, 1.0]",Completed,"(37.58341186626233, 126.97007625486913)"
2023-08-25 13:13:00,Sun,15600.0,Toegye-dong,"['angbutter', 'cacao deep']","[2.0, 1.0]",Completed,"(37.5708890732188, 126.97231954632652)"
2023-08-26 11:16:00,Mon,17800.0,Hyoja 2-dong,"['angbutter', 'americano', 'pandoro', 'wiener']","[1.0, 1.0, 1.0, 1.0]",Completed,"(37.5630283688721, 126.99056006977416)"
2023-08-26 11:17:00,Mon,19900.0,Dongmyeon,"['angbutter', 'plain bread']","[3.0, 1.0]",Completed,"(37.55972035530045, 126.9824019226102)"
2023-08-26 11:30:00,Mon,18000.0,Dongmyeon,"['croissant', 'cacao deep', 'pain au chocolat', 'wiener']","[1.0, 1.0, 1.0, 2.0]",Completed,"(37.55784930443083, 126.9729572941219)"
2023-08-26 11:49:00,Mon,15500.0,Dongmyeon,"['tiramisu croissant', 'pandoro']","[2.0, 1.0]",Completed,"(37.56493736478425, 126.97025283073083)"
2023-08-26 12:05:00,Mon,14800.0,Dongmyeon,"['angbutter', 'croissant', 'tiramisu croissant']","[1.0, 1.0, 1.0]",Completed,"(37.56640376649674, 126.98467712957232)"
2023-08-26 14:25:00,Mon,15300.0,Hyoja 2-dong,"['angbutter', 'cacao deep', 'pandoro']","[1.0, 1.0, 1.0]",Completed,"(37.56567187914895, 126.99064859060923)"
2023-08-26 15:48:00,Mon,21600.0,Shin Sa Udon,"['angbutter', 'tiramisu croissant']","[2.0, 2.0]",Completed,"(37.57935926631036, 126.97250272298153)"
2023-08-26 16:06:00,Mon,14000.0,Hupyeong 2-dong,"['americano', 'cacao deep']","[1.0, 2.0]",Completed,"(37.57891515408535, 126.98534704382892)"
2023-08-26 16:11:00,Mon,22800.0,Hupyeong 3-dong,"['angbutter', 'tiramisu croissant', 'almond croissant', 'orange pound', 'wiener']","[1.0, 1.0, 1.0, 1.0, 1.0]",Completed,"(37.58935054753828, 126.9623355616949)"
2023-08-28 11:19:00,Wed,16300.0,Seoksa-dong,"['angbutter', 'plain bread', 'croissant', 'wiener']","[1.0, 1.0, 1.0, 1.0]",Completed,"(37.58318698651147, 126.98988819845474)"
2023-08-28 11:30:00,Wed,34100.0,Hupyeong 3-dong,"['angbutter', 'tiramisu croissant', 'milk tea']","[2.0, 2.0, 3.0]",Completed,"(37.58163033745006, 126.96014096057704)"
2023-08-28 12:20:00,Wed,30400.0,Gangnam-dong,"['angbutter', 'croissant', 'pain au chocolat']","[3.0, 2.0, 2.0]",Completed,"(37.503355735212224, 127.01816660579604)"
2023-08-28 12:24:00,Wed,18000.0,Hupyeong 3-dong,"['tiramisu croissant', 'milk tea', 'pandoro', 'wiener']","[1.0, 1.0, 1.0, 1.0]",Completed,"(37.57659403983517, 126.97255242051254)"
2023-08-28 12:46:00,Wed,18600.0,Hyoja 1-dong,"['angbutter', 'croissant']","[2.0, 2.0]",Completed,"(37.57835417334749, 126.98368603786508)"
2023-08-28 13:42:00,Wed,14800.0,Seoksa-dong,"['angbutter', 'pain au chocolat', 'pandoro']","[1.0, 1.0, 1.0]",Completed,"(37.5755791051338, 126.98600640663163)"
2023-08-28 13:57:00,Wed,33400.0,Hupyeong 2-dong,"['angbutter', 'americano', 'caffe latte', 'almond croissant']","[3.0, 2.0, 1.0, 1.0]",Completed,"(37.568560826340075, 126.98302458991613)"
2023-08-28 14:05:00,Wed,19300.0,Hupyeong 3-dong,"['angbutter', 'plain bread', 'caffe latte', 'pandoro']","[1.0, 1.0, 1.0, 1.0]",Completed,"(37.58231403921025, 126.96635443872651)"
2023-08-29 11:04:00,Thur,22300.0,Jo Dong-un,"['angbutter', 'plain bread', 'pain au chocolat', 'wiener']","[1.0, 2.0, 1.0, 2.0]",Completed,"(37.554925476996864, 126.98542790568925)"
2023-08-29 12:25:00,Thur,18300.0,Hupyeong 3-dong,"['angbutter', 'croissant', 'milk tea']","[1.0, 2.0, 1.0]",Completed,"(37.59019377980835, 126.96660600926552)"
2023-08-29 12:35:00,Thur,16100.0,Dongmyeon,"['angbutter', 'almond croissant']","[2.0, 1.0]",Completed,"(37.57448111266031, 126.97744348640477)"
2023-08-29 13:12:00,Thur,24000.0,Hupyeong 1-dong,"['americano', 'vanilla latte', 'berry ade']","[1.0, 2.0, 2.0]",Completed,"(37.581762374690804, 126.9947465772669)"
2023-08-29 13:28:00,Thur,53800.0,Hupyeong 1-dong,"['angbutter', 'plain bread', 'americano', 'croissant', 'almond croissant']","[6.0, 2.0, 2.0, 1.0, 1.0]",Completed,"(37.57550574353197, 126.99453877235476)"
2023-08-29 14:01:00,Thur,30800.0,Hyoja 1-dong,['angbutter'],[6.0],Completed,"(37.564721103751985, 126.99252873622785)"
2023-08-29 14:31:00,Thur,15500.0,Shin Sa Udon,"['croissant', 'caffe latte', 'orange pound']","[1.0, 1.0, 1.0]",Completed,"(37.58481750276429, 126.96405719002279)"
2023-08-29 15:08:00,Thur,15000.0,Hupyeong 1-dong,"['croissant', 'wiener', 'vanilla latte']","[1.0, 2.0, 1.0]",Completed,"(37.570315612077444, 127.00224417945077)"
2023-08-29 16:15:00,Thur,19000.0,Hupyeong 2-dong,"['plain bread', 'jam', 'pain au chocolat', 'orange pound', 'merinque cookies']","[1.0, 1.0, 1.0, 1.0, 1.0]",Completed,"(37.57793081303741, 126.98270264846194)"
2023-08-29 16:45:00,Thur,24300.0,Hyoja 2-dong,"['angbutter', 'tiramisu croissant', 'cacao deep', 'almond croissant', 'pandoro']","[1.0, 1.0, 1.0, 1.0, 1.0]",Completed,"(37.560277824443894, 126.99476977517567)"
2023-08-29 16:46:00,Thur,15100.0,Kyodong,"['angbutter', 'gateau chocolat', 'pandoro']","[1.0, 1.0, 1.0]",Completed,"(37.562709693865784, 127.00344889041304)"
2023-08-30 11:10:00,Fri,16400.0,Yagsamyeongdong,['angbutter'],[3.0],Completed,"(37.58570406595854, 126.97812958010293)"
2023-08-30 11:16:00,Fri,14800.0,Dongmyeon,"['angbutter', 'plain bread', 'vanilla latte']","[1.0, 1.0, 1.0]",Completed,"(37.56399464836043, 126.96985318050473)"
2023-08-30 11:18:00,Fri,39300.0,Hupyeong 1-dong,"['angbutter', 'americano', 'orange pound']","[6.0, 1.0, 1.0]",Completed,"(37.5680975196338, 126.98550526242637)"
2023-08-30 11:36:00,Fri,20600.0,Hupyeong 2-dong,"['angbutter', 'orange pound']","[2.0, 2.0]",Completed,"(37.584773545077454, 126.99470767965819)"
2023-08-30 13:10:00,Fri,14300.0,Hupyeong 1-dong,"['angbutter', 'americano', 'croissant']","[1.0, 1.0, 1.0]",Completed,"(37.57782418355917, 126.98712010006481)"
2023-08-30 14:13:00,Fri,16000.0,Dongmyeon,"['croissant', 'pain au chocolat', 'pandoro', 'wiener']","[1.0, 1.0, 1.0, 1.0]",Completed,"(37.56551270795458, 126.98315687861945)"
2023-08-30 14:30:00,Fri,21200.0,Dongmyeon,['angbutter'],[4.0],Completed,"(37.56658990560479, 126.96958459625375)"
2023-08-30 15:00:00,Fri,23100.0,Hupyeong 1-dong,"['angbutter', 'pain au chocolat', 'orange pound']","[2.0, 2.0, 1.0]",Completed,"(37.57263269270431, 126.98593520840363)"
2023-08-30 15:05:00,Fri,28800.0,Dongmyeon,"['angbutter', 'plain bread', 'jam', 'pain au chocolat', 'vanilla latte']","[1.0, 1.0, 1.0, 1.0, 1.0]",Completed,"(37.57045753225422, 126.9841886095855)"
2023-08-30 15:25:00,Fri,28300.0,Hupyeong 1-dong,"['angbutter', 'americano', 'caffe latte', 'lemon ade']","[1.0, 2.0, 2.0, 1.0]",Completed,"(37.5681863669997, 126.99625436741184)"
2023-08-30 15:39:00,Fri,15500.0,Dongmyeon,"['tiramisu croissant', 'almond croissant']","[2.0, 1.0]",Completed,"(37.56049148329117, 126.98142712313464)"
2023-08-30 16:18:00,Fri,18800.0,Dongmyeon,"['angbutter', 'plain bread', 'americano', 'tiramisu croissant']","[1.0, 1.0, 1.0, 1.0]",Completed,"(37.575910251456264, 126.9841745971884)"
2023-08-31 11:15:00,Sat,18600.0,Hyoja 2-dong,"['angbutter', 'tiramisu croissant', 'pain au chocolat', 'gateau chocolat']","[1.0, 1.0, 1.0, 1.0]",Completed,"(37.55909636356672, 126.986274777496)"
2023-08-31 11:20:00,Sat,16300.0,Toegye-dong,"['angbutter', 'croissant', 'pain au chocolat', 'wiener']","[1.0, 1.0, 1.0, 1.0]",Completed,"(37.571588499720995, 126.96477441565048)"
2023-08-31 11:37:00,Sat,14800.0,Hupyeong 3-dong,"['angbutter', 'plain bread', 'tiramisu croissant']","[1.0, 1.0, 1.0]",Completed,"(37.57947283263446, 126.9729109540892)"
2023-08-31 12:31:00,Sat,16300.0,Toegye-dong,"['angbutter', 'croissant', 'pain au chocolat', 'wiener']","[1.0, 1.0, 1.0, 1.0]",Completed,"(37.58548902943176, 126.97148895294427)"
2023-08-31 12:34:00,Sat,14800.0,Hupyeong 1-dong,"['angbutter', 'tiramisu croissant', 'pain au chocolat']","[1.0, 1.0, 1.0]",Completed,"(37.57444598481164, 126.99004488842496)"
2023-08-31 13:16:00,Sat,16000.0,Dongmyeon,['plain bread'],[4.0],Completed,"(37.55790327656746, 126.96989428023726)"
2023-08-31 14:50:00,Sat,16100.0,Hupyeong 3-dong,"['angbutter', 'milk tea']","[2.0, 1.0]",Completed,"(37.57183639937599, 126.96252280240674)"
2023-08-31 15:27:00,Sat,14100.0,Dongnae-myeon,"['angbutter', 'caffe latte']","[2.0, 1.0]",Completed,"(37.58253026622702, 126.97114178469323)"
2023-09-01 11:05:00,Sun,23300.0,Hupyeong 2-dong,"['angbutter', 'cacao deep', 'pain au chocolat', 'almond croissant', 'pandoro']","[1.0, 1.0, 1.0, 1.0, 1.0]",Completed,"(37.575220167910274, 126.98939271336017)"
2023-09-01 11:22:00,Sun,14800.0,Dongmyeon,"['angbutter', 'pain au chocolat', 'orange pound']","[1.0, 1.0, 1.0]",Completed,"(37.55857461235684, 126.97106853288264)"
2023-09-01 11:40:00,Sun,22100.0,Hupyeong 2-dong,"['angbutter', 'plain bread', 'croissant', 'pain au chocolat']","[2.0, 1.0, 1.0, 1.0]",Completed,"(37.57844832151373, 126.98480517897642)"
2023-09-01 12:04:00,Sun,19600.0,Hyoja 3-dong,"['angbutter', 'caffe latte', 'pain au chocolat']","[2.0, 1.0, 1.0]",Completed,"(37.572080167322845, 126.98774590933846)"
2023-09-01 12:07:00,Sun,16600.0,Seoksa-dong,"['angbutter', 'plain bread', 'jam']","[2.0, 1.0, 1.0]",Completed,"(37.57399605958769, 126.97730999205545)"
2023-09-01 12:25:00,Sun,22900.0,Hyoja 1-dong,"['angbutter', 'plain bread', 'cacao deep', 'gateau chocolat']","[2.0, 1.0, 1.0, 1.0]",Completed,"(37.57659325095417, 126.97837662274044)"
2023-09-01 12:39:00,Sun,28300.0,Hupyeong 3-dong,"['angbutter', 'plain bread', 'cacao deep', 'pain au chocolat', 'orange pound']","[1.0, 1.0, 1.0, 1.0, 2.0]",Completed,"(37.58699979081728, 126.97372608949433)"
2023-09-01 13:56:00,Sun,14800.0,Seoksa-dong,"['tiramisu croissant', 'gateau chocolat', 'orange pound']","[1.0, 1.0, 1.0]",Completed,"(37.56952714493261, 126.9794463501438)"
2023-09-01 14:05:00,Sun,33100.0,Seoksa-dong,"['angbutter', 'americano', 'croissant', 'cacao deep', 'pain au chocolat', 'gateau chocolat']","[1.0, 2.0, 1.0, 1.0, 2.0, 1.0]",Completed,"(37.583330763324405, 126.98809721907897)"
2023-09-01 14:35:00,Sun,14800.0,Hyoja 3-dong,"['angbutter', 'croissant', 'pandoro']","[1.0, 1.0, 1.0]",Completed,"(37.57936613752898, 126.98854274757232)"
2023-09-01 14:43:00,Sun,15800.0,Hyoja 2-dong,"['angbutter', 'almond croissant', 'vanilla latte']","[1.0, 1.0, 1.0]",Completed,"(37.56274612923627, 126.99003245085422)"
2023-09-01 15:04:00,Sun,16100.0,Soyang-dong,"['angbutter', 'orange pound']","[2.0, 1.0]",Completed,"(37.582191107582325, 126.97247609908803)"
2023-09-02 12:12:00,Mon,31400.0,Geunhwa-dong,"['angbutter', 'croissant', 'pandoro', 'orange pound', 'wiener']","[3.0, 1.0, 1.0, 1.0, 1.0]",Completed,"(37.568947015230535, 126.98332695855997)"
2023-09-02 14:17:00,Mon,20300.0,Hupyeong 3-dong,"['angbutter', 'tiramisu croissant', 'vanilla latte', 'berry ade']","[1.0, 1.0, 1.0, 1.0]",Completed,"(37.58584889584866, 126.96567780175116)"
2023-09-02 14:30:00,Mon,24300.0,Dongmyeon,"['angbutter', 'cacao deep', 'almond croissant', 'pandoro']","[1.0, 1.0, 2.0, 1.0]",Completed,"(37.562809094629074, 126.97841900442693)"
2023-09-02 15:13:00,Mon,23500.0,Dongmyeon,"['croissant', 'tiramisu croissant', 'almond croissant', 'pandoro', 'wiener', 'vanilla latte']","[1.0, 2.0, 1.0, 2.0, 1.0, 1.0]",Completed,"(37.5631814408723, 126.97621064949736)"
2023-09-02 15:16:00,Mon,18300.0,Hupyeong 1-dong,['angbutter'],[1.0],Completed,"(37.58305135356072, 127.00214391616835)"
2023-09-02 15:24:00,Mon,15000.0,Hupyeong 3-dong,"['cacao deep', 'almond croissant', 'pandoro']","[1.0, 1.0, 1.0]",Completed,"(37.57858429742498, 126.96171655305434)"
2023-09-04 11:49:00,Wed,23000.0,Hupyeong 3-dong,"['americano', 'caffe latte', 'tiramisu croissant', 'pain au chocolat', 'orange pound']","[1.0, 1.0, 1.0, 1.0, 1.0]",Completed,"(37.57982324674115, 126.96537466924651)"
2023-09-04 12:04:00,Wed,14800.0,Hupyeong 1-dong,"['angbutter', 'americano', 'cacao deep']","[1.0, 1.0, 1.0]",Completed,"(37.56791983229925, 126.99142696253362)"
2023-09-04 12:06:00,Wed,18600.0,Hupyeong 2-dong,"['angbutter', 'croissant', 'tiramisu croissant', 'gateau chocolat']","[1.0, 1.0, 1.0, 1.0]",Completed,"(37.56686293959945, 126.99870038403957)"
2023-09-04 12:31:00,Wed,18600.0,Hupyeong 3-dong,"['angbutter', 'croissant', 'milk tea', 'gateau chocolat']","[1.0, 1.0, 1.0, 1.0]",Completed,"(37.589477880043376, 126.97087560111638)"
2023-09-04 12:58:00,Wed,17000.0,Dongmyeon,"['plain bread', 'croissant', 'pain au chocolat', 'pandoro']","[1.0, 1.0, 1.0, 1.0]",Completed,"(37.570283470884284, 126.974703886614)"
2023-09-04 13:19:00,Wed,19300.0,Hupyeong 1-dong,"['angbutter', 'croissant', 'wiener', 'merinque cookies']","[1.0, 1.0, 2.0, 1.0]",Completed,"(37.57812406635947, 126.99604679787379)"
2023-09-04 13:31:00,Wed,15300.0,Hyoja 2-dong,"['angbutter', 'americano', 'tiramisu croissant']","[1.0, 1.0, 1.0]",Completed,"(37.56866495520335, 126.988802310493)"
2023-09-04 13:42:00,Wed,27700.0,Geunhwa-dong,"['angbutter', 'cacao deep', 'pain au chocolat', 'gateau chocolat']","[3.0, 1.0, 1.0, 1.0]",Completed,"(37.57885327695392, 126.97892959799262)"
2023-09-04 13:53:00,Wed,22800.0,Hupyeong 3-dong,"['angbutter', 'plain bread', 'jam', 'croissant', 'cacao deep', 'pain au chocolat']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",Completed,"(37.5757306311973, 126.97788630742062)"
2023-09-04 14:52:00,Wed,25600.0,Hyoja 2-dong,"['croissant', 'tiramisu croissant', 'gateau chocolat', 'orange pound']","[2.0, 1.0, 2.0, 1.0]",Completed,"(37.57230433448632, 126.98726880086708)"
2023-09-04 14:54:00,Wed,14800.0,Hyoja 2-dong,"['angbutter', 'plain bread', 'tiramisu croissant']","[1.0, 1.0, 1.0]",Completed,"(37.564576641036524, 127.00158143333044)"
2023-09-04 15:26:00,Wed,41100.0,Jo Dong-un,"['angbutter', 'plain bread', 'jam', 'americano', 'pain au chocolat', 'milk tea']","[2.0, 2.0, 2.0, 2.0, 2.0, 1.0]",Completed,"(37.56668225040853, 126.99763766253716)"
2023-09-04 16:28:00,Wed,18600.0,Dongmyeon,"['angbutter', 'croissant']","[2.0, 2.0]",Completed,"(37.56843174361578, 126.98505831903141)"
2023-09-05 11:15:00,Thur,27700.0,Dongmyeon,"['angbutter', 'cacao deep', 'wiener']","[4.0, 1.0, 1.0]",Completed,"(37.567236248914774, 126.97331290668427)"
2023-09-05 11:27:00,Thur,21800.0,Hyoja 1-dong,"['angbutter', 'plain bread', 'croissant', 'orange pound']","[1.0, 2.0, 1.0, 1.0]",Completed,"(37.56788402642347, 126.98008296469341)"
2023-09-05 11:47:00,Thur,15100.0,Gangnam-dong,"['angbutter', 'plain bread']","[2.0, 1.0]",Completed,"(37.50228160284461, 127.0324698824144)"
2023-09-05 12:12:00,Thur,19600.0,Hupyeong 2-dong,"['angbutter', 'gateau chocolat', 'orange pound', 'vanilla latte']","[1.0, 1.0, 1.0, 1.0]",Completed,"(37.58223782566353, 126.98921106579554)"
2023-09-05 12:21:00,Thur,16400.0,Kyodong,['angbutter'],[3.0],Completed,"(37.562945909556674, 127.00304896271297)"
2023-09-05 12:24:00,Thur,17600.0,Seoksa-dong,"['angbutter', 'pain au chocolat', 'wiener']","[2.0, 1.0, 1.0]",Completed,"(37.57452204630162, 126.97904496936718)"
2023-09-05 13:30:00,Thur,15600.0,Toegye-dong,"['angbutter', 'americano']","[2.0, 1.0]",Completed,"(37.583058423031204, 126.97809463957542)"
2023-09-05 13:49:00,Thur,20900.0,Shin Sa Udon,"['angbutter', 'tiramisu croissant', 'gateau chocolat']","[2.0, 1.0, 1.0]",Completed,"(37.58345498850935, 126.96356675411933)"
2023-09-05 14:30:00,Thur,29200.0,Shin Sa Udon,"['angbutter', 'plain bread', 'pain au chocolat']","[4.0, 1.0, 1.0]",Completed,"(37.58639633360891, 126.96574726955441)"
2023-09-05 14:46:00,Thur,18800.0,Dongmyeon,"['angbutter', 'plain bread', 'tiramisu croissant', 'cacao deep']","[1.0, 1.0, 1.0, 1.0]",Completed,"(37.55742208887147, 126.98224914164162)"
2023-09-05 15:39:00,Thur,16100.0,Seoksa-dong,"['angbutter', 'milk tea']","[2.0, 1.0]",Completed,"(37.57458742692495, 126.97298623940979)"
2023-09-05 15:46:00,Thur,14800.0,Hupyeong 2-dong,"['angbutter', 'tiramisu croissant', 'pain au chocolat']","[1.0, 1.0, 1.0]",Completed,"(37.58480364298539, 126.98461004777519)"
2023-09-05 15:50:00,Thur,14100.0,Soyang-dong,"['angbutter', 'wiener']","[2.0, 1.0]",Completed,"(37.57855684621265, 126.97738408675102)"
2023-09-06 11:14:00,Fri,16300.0,Gangnam-dong,"['angbutter', 'croissant', 'wiener']","[1.0, 2.0, 1.0]",Completed,"(37.496966983770214, 127.03621292805735)"
2023-09-06 11:30:00,Fri,14800.0,Hupyeong 2-dong,"['angbutter', 'tiramisu croissant', 'pain au chocolat']","[1.0, 1.0, 1.0]",Completed,"(37.58238466157818, 126.99181230887206)"
2023-09-06 12:09:00,Fri,15300.0,Hupyeong 2-dong,"['angbutter', 'plain bread', 'jam', 'pain au chocolat']","[1.0, 1.0, 1.0, 1.0]",Completed,"(37.567236708853315, 126.9982528124646)"
2023-09-06 13:46:00,Fri,19800.0,Dongmyeon,"['angbutter', 'tiramisu croissant', 'cacao deep', 'pandoro']","[1.0, 1.0, 1.0, 1.0]",Completed,"(37.56362664154722, 126.9816282578931)"
2023-09-06 15:06:00,Fri,15800.0,Dongmyeon,"['angbutter', 'gateau chocolat']","[4.0, 1.0]",Completed,"(37.568464384496345, 126.9857835826568)"
2023-09-06 16:29:00,Fri,39700.0,Soyang-dong,"['angbutter', 'croissant', 'almond croissant', 'gateau chocolat', 'orange pound']","[2.0, 2.0, 2.0, 2.0, 1.0]",Completed,"(37.569041435789714, 126.96687387994278)"
2023-09-07 11:06:00,Sat,18600.0,Seoksa-dong,"['gateau chocolat', 'orange pound']","[2.0, 2.0]",Completed,"(37.57660946709565, 126.98044168727053)"
2023-09-07 11:10:00,Sat,23600.0,Hupyeong 3-dong,"['angbutter', 'americano', 'croissant', 'vanilla latte']","[2.0, 1.0, 1.0, 1.0]",Completed,"(37.588709736146335, 126.97835040074061)"
2023-09-07 11:15:00,Sat,19800.0,Hupyeong 3-dong,"['angbutter', 'plain bread', 'jam', 'tiramisu croissant']","[1.0, 2.0, 1.0, 1.0]",Completed,"(37.57732216748885, 126.97859729297998)"
2023-09-07 11:18:00,Sat,14100.0,Dongnae-myeon,"['angbutter', 'orange pound']","[2.0, 1.0]",Completed,"(37.585387242535845, 126.96038368146601)"
2023-09-07 11:40:00,Sat,14800.0,Dongmyeon,"['angbutter', 'croissant', 'tiramisu croissant']","[1.0, 1.0, 1.0]",Completed,"(37.566252524040536, 126.9791266955705)"
2023-09-07 11:42:00,Sat,18800.0,Hupyeong 1-dong,"['angbutter', 'croissant', 'cacao deep', 'pandoro']","[1.0, 1.0, 1.0, 1.0]",Completed,"(37.57161479568223, 127.001569429858)"
2023-09-07 11:47:00,Sat,22500.0,Hupyeong 2-dong,"['plain bread', 'croissant', 'tiramisu croissant', 'almond croissant']","[1.0, 1.0, 2.0, 1.0]",Completed,"(37.57140324381924, 126.98768954762605)"
2023-09-07 11:57:00,Sat,22800.0,Seoksa-dong,"['americano', 'almond croissant', 'gateau chocolat']","[2.0, 2.0, 1.0]",Completed,"(37.576699504628245, 126.97042910802736)"
2023-09-07 12:00:00,Sat,15300.0,Seoksa-dong,"['angbutter', 'cacao deep', 'orange pound']","[1.0, 1.0, 1.0]",Completed,"(37.56903275290313, 126.97885843773511)"
2023-09-07 12:05:00,Sat,18600.0,Hupyeong 3-dong,"['angbutter', 'plain bread', 'gateau chocolat', 'pandoro']","[1.0, 1.0, 1.0, 1.0]",Completed,"(37.58186542855668, 126.959975668309)"
2023-09-07 12:39:00,Sat,15100.0,Hyoja 3-dong,"['angbutter', 'plain bread']","[2.0, 1.0]",Completed,"(37.578375554672334, 126.97501939116378)"
2023-09-07 15:22:00,Sat,26300.0,Hupyeong 2-dong,"['plain bread', 'jam', 'milk tea', 'gateau chocolat', 'orange pound']","[2.0, 3.0, 1.0, 1.0, 1.0]",Completed,"(37.58500101147078, 126.98297631967715)"
2023-09-07 16:12:00,Sat,27500.0,Hupyeong 1-dong,"['angbutter', 'plain bread', 'gateau chocolat']","[3.0, 1.0, 2.0]",Completed,"(37.574473509345296, 126.98751493103495)"
2023-09-07 16:23:00,Sat,27400.0,Hupyeong 2-dong,"['angbutter', 'plain bread', 'croissant', 'merinque cookies']","[3.0, 1.0, 1.0, 1.0]",Completed,"(37.57073646267285, 126.99876494020278)"
2023-09-08 11:08:00,Sun,25100.0,Hupyeong 3-dong,"['angbutter', 'almond croissant', 'vanilla latte']","[2.0, 1.0, 2.0]",Completed,"(37.584557896045744, 126.96261026195282)"
2023-09-08 11:27:00,Sun,14800.0,Hyoja 3-dong,"['angbutter', 'tiramisu croissant', 'pain au chocolat']","[1.0, 1.0, 1.0]",Completed,"(37.56122560672219, 126.97946253948838)"
2023-09-08 11:37:00,Sun,26000.0,Hupyeong 2-dong,"['plain bread', 'croissant', 'tiramisu croissant', 'milk tea', 'lemon ade']","[1.0, 2.0, 1.0, 1.0, 1.0]",Completed,"(37.58026289131973, 126.98695583820788)"
2023-09-08 11:56:00,Sun,16400.0,Toegye-dong,['angbutter'],[3.0],Completed,"(37.57282699669157, 126.97611124652605)"
2023-09-09 11:12:00,Mon,23100.0,Soyang-dong,"['angbutter', 'croissant', 'tiramisu croissant', 'gateau chocolat', 'pandoro']","[1.0, 1.0, 1.0, 1.0, 1.0]",Completed,"(37.586956217396775, 126.97948253068982)"
2023-09-09 12:04:00,Mon,22600.0,Dongmyeon,"['angbutter', 'plain bread', 'cacao deep', 'pain au chocolat']","[2.0, 1.0, 1.0, 1.0]",Completed,"(37.56948305874275, 126.97701474280375)"
2023-09-09 13:01:00,Mon,14800.0,Hupyeong 3-dong,"['angbutter', 'croissant', 'pandoro']","[1.0, 1.0, 1.0]",Completed,"(37.583761231015586, 126.97305412802807)"
2023-09-09 13:12:00,Mon,14800.0,Seoksa-dong,"['angbutter', 'plain bread', 'caffe latte']","[1.0, 1.0, 1.0]",Completed,"(37.5853498856701, 126.98178527287843)"
2023-09-09 13:23:00,Mon,21000.0,Shin Sa Udon,"['plain bread', 'jam', 'americano', 'tiramisu croissant', 'milk tea']","[1.0, 1.0, 1.0, 1.0, 1.0]",Completed,"(37.57227487129456, 126.96855865545136)"
2023-09-09 14:17:00,Mon,18800.0,Shin Sa Udon,"['angbutter', 'plain bread', 'americano', 'pain au chocolat']","[1.0, 1.0, 1.0, 1.0]",Completed,"(37.58936391335657, 126.95402977236705)"
